Tissue	TPM	GENE
T	 6.13790983	BCL11A
T	 4.513986777	BCL11A
T	 3.29975933	BCL11A
T	 3.29975933	BCL11A
T	 3.299759333	BCL11A
T	 0.882054361	BCL11A
T	 4.513986777	BCL11A
T	 4.513986777	BCL11A
T	 3.299759333	BCL11A
T	 1.45591881	BCL11A
T	 1.780016019	BCL11A
T	 6.13790983	BCL11A
T	 4.513986777	BCL11A
T	 1.455918811	BCL11A
T	 1.780016019	BCL11A
T	 4.513986777	BCL11A
T	 6.13790983	BCL11A
T	 2.654711932	BCL11A
T	 4.51398678	BCL11A
T	 3.29975933	BCL11A
T	 3.299759333	BCL11A
T	 1.17310021	BCL11A
T	 1.780016019	BCL11A
T	 1.455918811	BCL11A
T	 4.513986777	BCL11A
T	 1.780016019	BCL11A
T	 1.78001602	BCL11A
T	 4.513986777	BCL11A
T	 1.78001602	BCL11A
T	 6.137909825	BCL11A
T	 1.780016019	BCL11A
T	 0.348681526	BCL11A
T	 4.513986777	BCL11A
T	 3.299759333	BCL11A
T	 3.299759333	BCL11A
T	 1.173100207	BCL11A
T	 1.173100207	BCL11A
T	 1.173100207	BCL11A
T	 1.78001602	BCL11A
T	 6.13790983	BCL11A
T	 8.92443792	BCL11A
T	 4.513986777	BCL11A
T	 3.29975933	BCL11A
T	 2.195042217	BCL11A
T	 2.65471193	BCL11A
T	 2.654711932	BCL11A
T	 1.455918811	BCL11A
T	 6.137909825	BCL11A
T	 2.654711932	BCL11A
T	 0.882054361	BCL11A
T	 2.42487707	BCL11A
T	 1.78001602	BCL11A
T	 2.195042217	BCL11A
T	 2.195042217	BCL11A
T	 1.455918811	BCL11A
T	 1.780016019	BCL11A
T	 1.78001602	BCL11A
T	 4.513986777	BCL11A
T	 8.924437921	BCL11A
T	 6.137909825	BCL11A
T	 1.173100207	BCL11A
T	 0.882054361	BCL11A
T	 1.17310021	BCL11A
T	 1.173100207	BCL11A
T	 0.882054361	BCL11A
T	 4.51398678	BCL11A
T	 6.137909825	BCL11A
T	 2.195042217	BCL11A
T	 2.65471193	BCL11A
T	 4.51398678	BCL11A
T	 2.654711932	BCL11A
T	 4.513986777	BCL11A
T	 1.173100207	BCL11A
T	 0.55156849	BCL11A
T	 1.17310021	BCL11A
T	 1.780016019	BCL11A
T	 2.654711932	BCL11A
T	 4.513986777	BCL11A
T	 2.654711932	BCL11A
T	 6.137909825	BCL11A
T	 2.65471193	BCL11A
T	 3.299759333	BCL11A
T	 2.654711932	BCL11A
T	 3.299759333	BCL11A
T	 1.17310021	BCL11A
T	 0.348681526	BCL11A
T	 3.29975933	BCL11A
T	 1.780016019	BCL11A
T	 1.173100207	BCL11A
T	 4.513986777	BCL11A
T	 1.78001602	BCL11A
T	 2.195042217	BCL11A
T	 6.137909825	BCL11A
T	 3.299759333	BCL11A
T	 3.299759333	BCL11A
T	 2.19504222	BCL11A
T	 0.882054361	BCL11A
T	 4.513986777	BCL11A
T	 4.51398678	BCL11A
T	 4.513986777	BCL11A
T	 0.223686163	BCL11A
T	 3.299759333	BCL11A
T	 1.61796741	BCL11A
T	 2.195042217	BCL11A
T	 6.137909825	BCL11A
T	 2.654711932	BCL11A
T	 6.137909825	BCL11A
T	 2.654711932	BCL11A
T	 1.173100207	BCL11A
T	 0.348681526	BCL11A
T	 2.195042217	BCL11A
T	 0.55156849	BCL11A
T	 3.29975933	BCL11A
T	 3.29975933	BCL11A
T	 1.17310021	BCL11A
T	 0.348681526	BCL11A
T	 2.195042217	BCL11A
T	 3.299759333	BCL11A
T	 2.195042217	BCL11A
T	 6.137909825	BCL11A
T	 1.02757728	BCL11A
T	 3.299759333	BCL11A
T	 1.780016019	BCL11A
T	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 1.455918811	BCL11A
N	 2.19504222	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 1.027577284	BCL11A
N	 1.17310021	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 1.17310021	BCL11A
N	 1.173100207	BCL11A
N	 0.551568493	BCL11A
N	 0.882054361	BCL11A
N	 1.455918811	BCL11A
N	 0.882054361	BCL11A
N	 1.780016019	BCL11A
N	 1.173100207	BCL11A
N	 0.88205436	BCL11A
N	 1.17310021	BCL11A
N	 0.88205436	BCL11A
N	 0.882054361	BCL11A
N	 1.455918811	BCL11A
N	 0.882054361	BCL11A
N	 4.513986777	BCL11A
N	 0.882054361	BCL11A
N	 1.780016019	BCL11A
N	 0.88205436	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 0.88205436	BCL11A
N	 1.027577284	BCL11A
N	 1.173100207	BCL11A
N	 1.455918811	BCL11A
N	 0.88205436	BCL11A
N	 0.882054361	BCL11A
N	 1.17310021	BCL11A
N	 1.173100207	BCL11A
N	 1.17310021	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 1.17310021	BCL11A
N	 6.13790983	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 1.45591881	BCL11A
N	 1.173100207	BCL11A
N	 2.195042217	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 1.17310021	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 0.88205436	BCL11A
N	 1.45591881	BCL11A
N	 0.882054361	BCL11A
N	 2.195042217	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 0.551568493	BCL11A
N	 1.173100207	BCL11A
N	 1.173100207	BCL11A
N	 3.299759333	BCL11A
N	 1.314509509	BCL11A
N	 1.455918811	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 1.780016019	BCL11A
N	 0.55156849	BCL11A
N	 1.455918811	BCL11A
N	 0.88205436	BCL11A
N	 1.314509509	BCL11A
N	 1.173100207	BCL11A
N	 2.195042217	BCL11A
N	 0.882054361	BCL11A
N	 0.34868153	BCL11A
N	 2.654711932	BCL11A
N	 2.19504222	BCL11A
N	 1.173100207	BCL11A
N	 1.173100207	BCL11A
N	 6.13790983	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 1.02757728	BCL11A
N	 0.88205436	BCL11A
N	 1.455918811	BCL11A
N	 1.455918811	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.716811427	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 0.551568493	BCL11A
N	 2.195042217	BCL11A
N	 2.65471193	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 1.780016019	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 1.455918811	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 1.455918811	BCL11A
N	 0.88205436	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 0.551568493	BCL11A
N	 0.882054361	BCL11A
N	 1.455918811	BCL11A
N	 0.882054361	BCL11A
N	 1.455918811	BCL11A
N	 1.455918811	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 1.173100207	BCL11A
N	 1.173100207	BCL11A
N	 1.780016019	BCL11A
N	 1.173100207	BCL11A
N	 0.88205436	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 1.17310021	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 3.29975933	BCL11A
N	 1.78001602	BCL11A
N	 1.173100207	BCL11A
N	 1.455918811	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 2.65471193	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 1.17310021	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 1.78001602	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 2.19504222	BCL11A
N	 1.780016019	BCL11A
N	 1.17310021	BCL11A
N	 2.65471193	BCL11A
N	 0.882054361	BCL11A
N	 1.780016019	BCL11A
N	 1.780016019	BCL11A
N	 1.173100207	BCL11A
N	 1.780016019	BCL11A
N	 1.780016019	BCL11A
N	 1.78001602	BCL11A
N	 1.173100207	BCL11A
N	 1.780016019	BCL11A
N	 0.551568493	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.88205436	BCL11A
N	 1.027577284	BCL11A
N	 1.455918811	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 1.173100207	BCL11A
N	 0.551568493	BCL11A
N	 1.455918811	BCL11A
N	 0.882054361	BCL11A
N	 1.45591881	BCL11A
N	 1.173100207	BCL11A
N	 1.45591881	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 1.78001602	BCL11A
N	 2.195042217	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 1.45591881	BCL11A
N	 1.173100207	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 0.88205436	BCL11A
N	 1.45591881	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 2.19504222	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 1.173100207	BCL11A
N	 0.882054361	BCL11A
N	 0.88205436	BCL11A
N	 1.455918811	BCL11A
N	 1.78001602	BCL11A
N	 1.314509509	BCL11A
N	 1.455918811	BCL11A
N	 1.780016019	BCL11A
N	 1.17310021	BCL11A
N	 1.455918811	BCL11A
N	 0.882054361	BCL11A
N	 0.882054361	BCL11A
N	 1.455918811	BCL11A
N	 0.882054361	BCL11A
N	 1.455918811	BCL11A
T	 0.882054361	TCF7
T	 2.65471193	TCF7
T	 1.027577284	TCF7
T	 3.29975933	TCF7
T	 3.299759333	TCF7
T	 1.780016019	TCF7
T	 1.455918811	TCF7
T	 1.780016019	TCF7
T	 2.195042217	TCF7
T	 1.17310021	TCF7
T	 1.45591881	TCF7
T	 1.173100207	TCF7
T	 3.29975933	TCF7
T	 4.51398678	TCF7
T	 1.455918811	TCF7
T	 0.88205436	TCF7
T	 4.51398678	TCF7
T	 2.654711932	TCF7
T	 1.987529118	TCF7
T	 1.45591881	TCF7
T	 2.19504222	TCF7
T	 0.551568493	TCF7
T	 1.61796741	TCF7
T	 0.450125010	TCF7
T	 0.882054361	TCF7
T	 0.551568493	TCF7
T	 1.173100207	TCF7
T	 4.513986777	TCF7
T	 2.65471193	TCF7
T	 0.88205436	TCF7
T	 2.65471193	TCF7
T	 4.51398678	TCF7
T	 1.173100207	TCF7
T	 1.78001602	TCF7
T	 3.299759333	TCF7
T	 0.882054361	TCF7
T	 2.195042217	TCF7
T	 2.195042217	TCF7
T	 2.654711932	TCF7
T	 0.55156849	TCF7
T	 2.42487707	TCF7
T	 6.13790983	TCF7
T	 0.882054361	TCF7
T	 0.882054361	TCF7
T	 1.780016019	TCF7
T	 2.19504222	TCF7
T	 0.882054361	TCF7
T	 1.45591881	TCF7
T	 1.173100207	TCF7
T	 0.882054361	TCF7
T	 2.65471193	TCF7
T	 3.299759333	TCF7
T	 1.617967415	TCF7
T	 2.195042217	TCF7
T	 1.17310021	TCF7
T	 6.137909825	TCF7
T	 6.137909825	TCF7
T	 2.195042217	TCF7
T	 0.88205436	TCF7
T	 1.780016019	TCF7
T	 1.173100207	TCF7
T	 0.71681143	TCF7
T	 2.65471193	TCF7
T	 1.45591881	TCF7
T	 1.173100207	TCF7
T	 2.19504222	TCF7
T	 4.513986777	TCF7
T	 4.51398678	TCF7
T	 3.299759333	TCF7
T	 1.455918811	TCF7
T	 1.173100207	TCF7
T	 0.882054361	TCF7
T	 2.654711932	TCF7
T	 2.65471193	TCF7
T	 1.455918811	TCF7
T	 1.455918811	TCF7
T	 2.654711932	TCF7
T	 0.551568493	TCF7
T	 6.137909825	TCF7
T	 1.78001602	TCF7
T	 4.51398678	TCF7
T	 1.17310021	TCF7
T	 1.314509509	TCF7
T	 1.78001602	TCF7
T	 2.654711932	TCF7
T	 1.45591881	TCF7
T	 1.78001602	TCF7
T	 6.13790983	TCF7
T	 1.455918811	TCF7
T	 2.654711932	TCF7
T	 0.55156849	TCF7
T	 2.654711932	TCF7
T	 2.195042217	TCF7
T	 0.551568493	TCF7
T	 1.455918811	TCF7
T	 0.882054361	TCF7
T	 1.45591881	TCF7
T	 4.51398678	TCF7
T	 2.195042217	TCF7
T	 1.455918811	TCF7
T	 0.882054361	TCF7
T	 0.34868153	TCF7
T	 2.19504222	TCF7
T	 2.654711932	TCF7
T	 4.51398678	TCF7
T	 2.65471193	TCF7
T	 4.513986777	TCF7
T	 1.173100207	TCF7
T	 0.882054361	TCF7
T	 1.455918811	TCF7
T	 1.027577284	TCF7
T	 1.78001602	TCF7
T	 0.882054361	TCF7
T	 2.65471193	TCF7
T	 2.654711932	TCF7
T	 2.654711932	TCF7
T	 3.299759333	TCF7
T	 2.654711932	TCF7
T	 4.51398678	TCF7
T	 1.173100207	TCF7
T	 1.61796741	TCF7
T	 2.65471193	TCF7
T	 0.882054361	TCF7
T	 2.19504222	TCF7
T	 0.551568493	TCF7
T	 3.299759333	TCF7
T	 3.299759333	TCF7
T	 3.299759333	TCF7
T	 2.42487707	TCF7
T	 1.455918811	TCF7
T	 2.65471193	TCF7
T	 3.299759333	TCF7
T	 4.513986777	TCF7
T	 0.882054361	TCF7
T	 1.780016019	TCF7
T	 2.654711932	TCF7
T	 0.882054361	TCF7
T	 0.551568493	TCF7
T	 1.780016019	TCF7
T	 0.551568493	TCF7
T	 1.45591881	TCF7
T	 2.19504222	TCF7
T	 6.13790983	TCF7
T	 3.299759333	TCF7
T	 8.92443792	TCF7
T	 1.780016019	TCF7
T	 0.88205436	TCF7
T	 1.987529118	TCF7
T	 1.173100207	TCF7
T	 2.654711932	TCF7
T	 3.299759333	TCF7
T	 1.780016019	TCF7
T	 1.45591881	TCF7
T	 0.14223945	TCF7
T	 0.551568493	TCF7
T	 3.299759333	TCF7
T	 0.882054361	TCF7
T	 2.654711932	TCF7
T	 0.55156849	TCF7
T	 1.780016019	TCF7
T	 1.173100207	TCF7
T	 4.513986777	TCF7
T	 0.882054361	TCF7
T	 0.551568493	TCF7
T	 2.19504222	TCF7
T	 0.882054361	TCF7
T	 1.173100207	TCF7
T	 3.29975933	TCF7
T	 4.513986777	TCF7
T	 2.654711932	TCF7
T	 3.29975933	TCF7
T	 1.17310021	TCF7
T	 1.780016019	TCF7
T	 2.195042217	TCF7
T	 1.455918811	TCF7
T	 1.45591881	TCF7
T	 1.61796741	TCF7
T	 0.551568493	TCF7
T	 0.551568493	TCF7
T	 1.617967415	TCF7
T	 4.513986777	TCF7
T	 3.299759333	TCF7
T	 8.92443792	TCF7
T	 6.137909825	TCF7
T	 2.195042217	TCF7
T	 4.513986777	TCF7
T	 0.88205436	TCF7
T	 1.173100207	TCF7
T	 6.13790983	TCF7
T	11.876922914	TCF7
T	 0.716811427	TCF7
T	 2.654711932	TCF7
T	 3.29975933	TCF7
T	 2.654711932	TCF7
T	 1.780016019	TCF7
T	 0.551568493	TCF7
T	 6.137909825	TCF7
T	 0.34868153	TCF7
T	 1.455918811	TCF7
T	 3.299759333	TCF7
T	 2.19504222	TCF7
T	 1.987529118	TCF7
T	 1.455918811	TCF7
T	 2.654711932	TCF7
T	 1.17310021	TCF7
T	 1.617967415	TCF7
T	 2.654711932	TCF7
T	 4.513986777	TCF7
T	 3.299759333	TCF7
T	 1.173100207	TCF7
T	 0.551568493	TCF7
T	 0.551568493	TCF7
T	 2.654711932	TCF7
T	 1.17310021	TCF7
T	 4.51398678	TCF7
T	 2.65471193	TCF7
T	 1.45591881	TCF7
T	 0.882054361	TCF7
T	 1.455918811	TCF7
T	 1.780016019	TCF7
T	 1.455918811	TCF7
T	 2.977235633	TCF7
T	 1.78001602	TCF7
T	 1.173100207	TCF7
T	 6.137909825	TCF7
T	 0.882054361	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.88205436	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.882054361	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.55156849	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.223686163	TCF7
N	 0.551568493	TCF7
N	 1.173100207	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.88205436	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.34868153	TCF7
N	 0.55156849	TCF7
N	 0.348681526	TCF7
N	 0.223686163	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.22368616	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.348681526	TCF7
N	 0.55156849	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.55156849	TCF7
N	 0.223686163	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.142239454	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.223686163	TCF7
N	 0.551568493	TCF7
N	 0.882054361	TCF7
N	 1.173100207	TCF7
N	 0.882054361	TCF7
N	 0.348681526	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.14223945	TCF7
N	 0.551568493	TCF7
N	 0.34868153	TCF7
N	 0.882054361	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.18296281	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.348681526	TCF7
N	 0.348681526	TCF7
N	 0.34868153	TCF7
N	 0.34868153	TCF7
N	 0.142239454	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 1.173100207	TCF7
N	 0.551568493	TCF7
N	 0.450125010	TCF7
N	 0.882054361	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.882054361	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.450125010	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.882054361	TCF7
N	 0.551568493	TCF7
N	 0.223686163	TCF7
N	 0.716811427	TCF7
N	 0.34868153	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.223686163	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.882054361	TCF7
N	 0.34868153	TCF7
N	 0.142239454	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.88205436	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 4.51398678	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.223686163	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.223686163	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.882054361	TCF7
N	 0.55156849	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.882054361	TCF7
N	 0.882054361	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.882054361	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.22368616	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.882054361	TCF7
N	 1.455918811	TCF7
N	 0.223686163	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.223686163	TCF7
N	 1.17310021	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.34868153	TCF7
N	 1.780016019	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.34868153	TCF7
N	 0.551568493	TCF7
N	 0.55156849	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.88205436	TCF7
N	 0.551568493	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
N	 0.348681526	TCF7
N	 0.551568493	TCF7
T	 0.049425531	GATA1
T	 0.02512584	GATA1
T	 0.008988151	GATA1
T	 0.01705700	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.025125843	GATA1
T	 0.008988151	GATA1
T	 0.049425531	GATA1
T	 0.01705700	GATA1
T	 0.01705700	GATA1
T	 0.025125843	GATA1
T	 0.01705700	GATA1
T	 0.01705700	GATA1
T	 0.095832492	GATA1
T	 0.01705700	GATA1
T	 0.01705700	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.01705700	GATA1
T	 0.02512584	GATA1
T	 0.049425531	GATA1
T	 0.22368616	GATA1
T	 0.025125843	GATA1
T	 0.095832492	GATA1
T	 0.049425531	GATA1
T	 0.025125843	GATA1
T	 0.008988151	GATA1
T	 0.01705700	GATA1
T	 0.01705700	GATA1
T	 0.04942553	GATA1
T	 0.01705700	GATA1
T	 0.025125843	GATA1
T	 0.02512584	GATA1
T	 0.008988151	GATA1
T	 0.182962808	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.037275687	GATA1
T	 0.01705700	GATA1
T	 0.18296281	GATA1
T	 0.01705700	GATA1
T	 0.008988151	GATA1
T	 0.025125843	GATA1
T	 0.008988151	GATA1
T	 0.01705700	GATA1
T	 0.008988151	GATA1
T	 0.09583249	GATA1
T	 0.037275687	GATA1
T	 0.008988151	GATA1
T	 0.02512584	GATA1
T	 0.049425531	GATA1
T	 0.008988151	GATA1
T	 0.142239454	GATA1
T	 0.01705700	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.01705700	GATA1
T	 0.008988151	GATA1
T	 0.025125843	GATA1
T	 0.01705700	GATA1
T	 0.04942553	GATA1
T	 0.01705700	GATA1
T	 0.037275687	GATA1
T	 0.01705700	GATA1
T	 0.049425531	GATA1
T	 0.01705700	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.049425531	GATA1
T	 0.025125843	GATA1
T	 0.008988151	GATA1
T	 0.01705700	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.049425531	GATA1
T	 0.008988151	GATA1
T	 0.04942553	GATA1
T	 0.01705700	GATA1
T	 0.01705700	GATA1
T	 0.008988151	GATA1
T	 0.14223945	GATA1
T	 0.037275687	GATA1
T	 0.02512584	GATA1
T	 0.01705700	GATA1
T	 0.01705700	GATA1
T	 0.037275687	GATA1
T	 0.025125843	GATA1
T	 0.01705700	GATA1
T	 0.037275687	GATA1
T	 0.008988151	GATA1
T	 0.049425531	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.01705700	GATA1
T	 0.01705700	GATA1
T	 0.025125843	GATA1
T	 0.008988151	GATA1
T	 0.049425531	GATA1
T	 0.02512584	GATA1
T	 0.02512584	GATA1
T	 0.008988151	GATA1
T	 0.01705700	GATA1
T	 0.03727569	GATA1
T	 0.008988151	GATA1
T	 0.025125843	GATA1
T	 0.025125843	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.01705700	GATA1
T	 0.025125843	GATA1
T	 0.02512584	GATA1
T	 0.025125843	GATA1
T	 0.025125843	GATA1
T	 0.025125843	GATA1
T	 0.008988151	GATA1
T	 0.01705700	GATA1
T	 0.008988151	GATA1
T	 0.02512584	GATA1
T	 0.02512584	GATA1
T	 0.095832492	GATA1
T	 0.01705700	GATA1
T	 0.025125843	GATA1
T	 0.025125843	GATA1
T	 0.037275687	GATA1
T	 0.008988151	GATA1
T	 0.01705700	GATA1
T	 0.025125843	GATA1
T	 0.01705700	GATA1
T	 0.025125843	GATA1
T	 0.037275687	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.025125843	GATA1
T	 0.008988151	GATA1
T	 0.049425531	GATA1
T	 0.01705700	GATA1
T	 0.01705700	GATA1
T	 0.01705700	GATA1
T	 0.025125843	GATA1
T	 0.01705700	GATA1
T	 0.008988151	GATA1
T	 0.01705700	GATA1
T	 0.008988151	GATA1
T	 0.008988151	GATA1
T	 0.037275687	GATA1
T	 0.008988151	GATA1
T	 0.025125843	GATA1
T	 0.01705700	GATA1
T	 0.01705700	GATA1
T	 0.049425531	GATA1
T	 0.008988151	GATA1
T	 0.049425531	GATA1
T	 0.008988151	GATA1
T	 0.01705700	GATA1
T	 0.037275687	GATA1
T	 0.008988151	GATA1
T	 0.037275687	GATA1
T	 0.008988151	GATA1
T	 0.025125843	GATA1
T	 0.01705700	GATA1
T	 0.025125843	GATA1
T	 0.049425531	GATA1
T	 0.03727569	GATA1
T	 0.008988151	GATA1
T	 0.049425531	GATA1
T	 0.01705700	GATA1
T	 0.01705700	GATA1
